WindSpeed,WindDirection,PitchAngle,Temperature,Power
12.7,122.800003,-0.2,3.0,2479.399902
13.2,124.400002,0.5,3.0,2681.199951
11.8,119.800003,-1.6,4.0,2394.699951
14.4,111.400002,3.9,4.0,2918.600098
14.2,118.199997,3.0,4.0,2933.399902
16.200001,115.300003,8.1,4.0,2994.399902
17.6,107.199997,10.4,3.0,2995.899902
11.2,120.0,-1.9,4.0,2232.699951
15.9,124.099998,7.5,3.0,2900.300049
17.0,117.699997,10.0,2.0,2955.100098
17.799999,118.300003,11.1,3.0,2992.300049
14.2,123.599998,3.2,3.0,2902.5
13.2,125.400002,1.6,3.0,2642.0
12.5,114.599998,0.0,3.0,2593.699951
11.9,129.800003,-1.6,3.0,2353.699951
13.6,125.5,1.4,3.0,2827.899902
12.6,130.300003,0.3,4.0,2466.699951
10.6,133.600006,-3.2,4.0,2011.699951
11.5,116.300003,-1.7,5.0,2253.300049
11.2,125.0,-2.3,4.0,2161.5
11.1,119.599998,-2.6,4.0,2100.800049
12.2,103.599998,-1.5,4.0,2349.600098
9.3,118.599998,-2.7,4.0,1388.400024
8.6,117.599998,-3.0,3.0,1174.800049
10.3,117.800003,-2.9,4.0,1695.5
13.6,121.599998,1.1,3.0,2636.5
14.5,114.5,4.0,3.0,2841.600098
15.9,113.099998,7.1,3.0,2991.100098
14.5,117.400002,3.9,4.0,2974.300049
13.7,116.900002,2.1,3.0,2872.399902
15.3,119.5,5.7,3.0,2978.100098
13.4,118.699997,0.5,2.0,2768.0
13.2,125.099998,0.0,2.0,2609.300049
14.0,117.400002,3.0,2.0,2870.399902
12.3,125.199997,-1.2,2.0,2480.800049
13.8,121.900002,2.1,2.0,2789.399902
15.0,117.300003,5.2,2.0,2952.600098
13.8,125.599998,2.1,2.0,2812.399902
13.5,118.300003,1.9,2.0,2660.300049
16.4,114.400002,8.1,2.0,2981.300049
16.1,118.300003,7.4,2.0,2978.199951
17.1,110.900002,9.4,2.0,2928.899902
14.5,119.900002,4.0,2.0,2841.800049
16.299999,107.300003,8.1,2.0,2976.199951
15.2,110.400002,5.9,4.0,2950.699951
14.5,112.599998,3.8,4.0,2925.300049
16.1,115.199997,7.6,4.0,2988.399902
12.1,112.199997,-0.8,4.0,2442.100098
13.7,110.099998,2.1,5.0,2812.600098
9.0,132.199997,-2.9,4.0,1350.300049
11.0,132.800003,-2.5,2.0,2068.199951
10.7,122.400002,-2.6,2.0,2023.800049
10.6,127.300003,-2.9,2.0,2001.0
9.8,126.699997,-3.2,2.0,1733.0
8.1,138.899994,-2.8,2.0,984.5
9.7,125.599998,-3.1,2.0,1570.099976
9.5,112.300003,-3.1,3.0,1588.400024
8.1,138.600006,-2.7,3.0,1111.0
8.5,131.300003,-3.0,3.0,1212.099976
6.4,130.100006,-1.9,3.0,487.600006
6.7,134.600006,-1.8,4.0,553.5
5.9,135.300003,-1.6,3.0,318.600006
7.7,134.300003,-2.0,3.0,796.400024
6.1,142.5,-1.9,4.0,369.799988
6.5,146.800003,-2.5,4.0,454.100006
6.1,146.199997,-2.4,4.0,358.200012
5.7,151.899994,-2.3,4.0,274.799988
5.2,159.800003,-1.9,4.0,189.300003
4.4,146.800003,-1.0,4.0,68.199997
4.5,155.600006,-0.8,4.0,86.199997
5.3,137.5,-2.0,5.0,202.199997
4.0,145.5,1.4,5.0,39.799999
4.2,146.800003,4.1,4.0,45.099998
4.8,135.100006,-1.3,4.0,126.0
4.4,124.5,-0.5,4.0,76.599998
5.3,130.600006,-1.9,4.0,165.199997
5.1,124.300003,-1.8,5.0,145.399994
5.2,128.600006,-2.0,5.0,159.0
5.2,125.400002,-1.9,5.0,172.600006
5.0,126.400002,-1.6,5.0,122.800003
4.6,127.699997,-1.1,5.0,98.5
5.8,122.400002,-2.3,5.0,278.0
5.6,113.0,-2.3,5.0,249.300003
6.0,115.800003,-2.3,6.0,318.700012
6.3,116.300003,-2.5,5.0,361.299988
5.5,115.199997,-2.1,5.0,265.700012
5.4,124.0,-2.0,5.0,208.399994
5.1,119.900002,-1.6,5.0,185.699997
5.7,120.900002,-2.3,5.0,282.0
4.7,113.800003,-1.3,4.0,117.400002
4.9,138.5,-1.4,4.0,142.399994
5.0,123.900002,-1.7,4.0,148.300003
3.7,162.100006,3.5,3.0,16.1
4.4,150.300003,0.0,3.0,53.400002
4.9,138.800003,-1.3,3.0,133.0
5.1,118.099998,-1.7,4.0,208.899994
3.9,149.399994,5.7,3.0,10.6
3.3,151.100006,3.4,3.0,-1.4
2.9,241.5,20.0,3.0,-15.4
2.5,248.5,18.299999,2.0,-5.5
3.4,205.100006,9.0,2.0,-12.0
2.5,99.699997,20.0,3.0,-15.8
2.2,314.399994,20.0,2.0,-13.2
2.9,303.200012,20.0,3.0,-15.8
3.6,270.100006,13.0,4.0,-6.9
4.8,252.399994,5.3,4.0,90.5
4.4,269.399994,-0.8,4.0,97.0
5.1,270.5,-1.2,5.0,175.399994
8.1,237.5,-0.8,6.0,911.799988
5.5,247.300003,-2.0,5.0,298.100006
4.8,243.399994,-0.8,5.0,164.199997
6.0,254.699997,-2.3,5.0,377.200012
7.3,263.399994,-1.7,5.0,750.700012
8.1,261.799988,-2.4,6.0,1089.0
7.0,260.200012,0.2,5.0,491.0
5.7,241.100006,-1.7,4.0,343.100006
5.0,267.0,2.2,4.0,260.299988
5.4,277.700012,-1.9,5.0,220.399994
4.9,276.399994,-1.6,5.0,181.699997
3.0,225.800003,9.8,4.0,7.7
3.8,133.399994,20.0,3.0,-15.7
3.4,111.099998,7.8,4.0,-13.2
1.6,119.800003,20.0,3.0,-13.3
2.8,192.0,20.0,3.0,-14.2
4.2,266.799988,11.9,3.0,107.400002
4.0,235.699997,4.8,4.0,80.0
3.1,217.5,20.0,3.0,-15.0
3.0,238.5,20.0,3.0,-14.4
3.1,297.299988,20.0,3.0,-15.6
3.7,353.799988,11.9,4.0,9.2
3.3,359.399994,8.0,3.0,-15.1
3.9,327.299988,5.4,4.0,32.0
6.4,322.100006,-2.3,4.0,472.100006
5.4,328.700012,-2.0,4.0,247.699997
7.1,331.5,-2.5,4.0,638.0
6.0,326.0,-2.5,3.0,337.799988
5.3,329.100006,-2.0,3.0,232.199997
5.8,331.299988,-2.3,4.0,359.799988
5.4,336.700012,-2.0,3.0,280.200012
5.1,343.600006,-1.6,3.0,229.899994
5.9,342.0,-2.4,3.0,384.5
4.5,323.299988,-1.1,3.0,121.800003
4.0,330.5,-0.3,3.0,66.599998
3.7,338.799988,5.8,3.0,23.200001
2.2,303.799988,20.0,3.0,-13.3
2.4,299.200012,20.0,2.0,-12.9
3.7,330.299988,14.4,2.0,6.3
3.4,345.299988,14.8,2.0,-12.4
3.2,331.399994,14.6,2.0,-3.1
4.7,338.899994,-1.2,2.0,171.399994
5.1,351.100006,-1.6,2.0,255.199997
4.6,345.0,-1.2,2.0,119.699997
3.9,333.200012,0.0,1.0,48.200001
4.4,349.399994,-0.9,2.0,124.300003
3.5,349.100006,12.5,2.0,-9.3
3.3,351.0,20.0,2.0,-12.9
3.7,339.600006,20.0,2.0,-13.7
4.2,341.0,4.6,2.0,73.599998
3.5,335.299988,0.8,2.0,21.700001
3.6,338.200012,10.3,2.0,0.5
3.4,327.700012,0.3,1.0,11.6
1.6,9.6,19.9,1.0,-13.7
3.9,121.599998,17.200001,0.0,-13.7
4.1,110.300003,-0.5,1.0,47.900002
3.6,121.800003,0.3,1.0,21.5
3.4,117.699997,16.1,1.0,-14.2
3.0,118.199997,20.0,1.0,-12.9
3.8,119.699997,12.8,1.0,1.7
4.4,112.0,-0.8,1.0,118.199997
5.1,117.0,-1.7,1.0,211.800003
5.3,112.199997,-2.0,1.0,253.300003
4.1,138.100006,-0.1,0.0,65.0
3.0,169.699997,19.299999,0.0,-15.1
3.4,172.5,7.2,0.0,1.2
2.7,216.5,20.0,0.0,-14.1
3.9,272.299988,7.2,0.0,5.5
4.4,328.399994,-0.8,0.0,148.800003
3.6,2.8,0.2,0.0,96.199997
3.0,334.0,16.6,0.0,-13.9
2.0,314.100006,20.0,0.0,-13.7
2.4,303.299988,20.0,0.0,-13.0
2.9,59.599998,20.0,0.0,-15.5
1.6,14.1,20.0,1.0,-13.6
0.9,73.900002,20.0,1.0,-13.2
1.5,149.899994,20.0,2.0,-13.9
2.9,133.0,20.0,2.0,-14.2
3.1,108.0,20.0,3.0,-13.7
3.1,135.600006,20.0,3.0,-14.2
2.5,142.399994,20.0,3.0,-13.1
2.7,144.5,20.0,3.0,-13.7
2.8,108.400002,20.0,3.0,-12.4
2.9,118.099998,20.0,2.0,-13.3
2.8,114.400002,20.0,2.0,-13.4
1.8,353.299988,20.0,2.0,-13.1
1.5,260.600006,20.0,2.0,-13.4
2.3,142.300003,20.0,3.0,-12.8
1.7,91.199997,20.0,4.0,-13.5
2.9,127.5,16.200001,4.0,-3.9
4.1,116.699997,-0.4,3.0,56.200001
4.3,104.599998,-0.7,3.0,77.300003
4.6,112.699997,-1.1,3.0,111.900002
4.9,116.099998,-1.6,3.0,155.300003
4.9,115.699997,-1.6,3.0,152.300003
4.2,111.699997,-0.3,3.0,74.400002
4.1,115.5,-0.4,3.0,58.799999
4.4,123.099998,-0.9,4.0,82.199997
3.9,127.0,0.0,3.0,48.599998
3.6,129.399994,0.3,3.0,22.799999
3.7,118.599998,13.3,3.0,-11.3
3.5,124.199997,2.1,2.0,25.5
4.6,117.400002,4.0,3.0,86.599998
6.4,115.300003,-2.5,3.0,389.899994
5.7,131.600006,-2.2,3.0,301.899994
4.1,124.599998,-0.6,3.0,64.900002
1.8,51.799999,18.0,2.0,-13.7
1.9,28.6,20.0,2.0,-13.7
4.1,321.5,8.9,4.0,39.299999
4.4,321.700012,-0.9,5.0,65.0
3.9,338.399994,0.0,4.0,32.0
4.0,336.399994,6.7,4.0,40.900002
3.8,359.100006,3.5,3.0,34.299999
3.0,359.700012,20.0,4.0,-14.5
2.7,6.1,20.0,4.0,-13.3
2.5,345.200012,20.0,3.0,-13.5
4.3,324.799988,3.4,3.0,65.0
5.7,320.100006,-1.9,2.0,317.700012
6.4,318.700012,-2.6,3.0,449.799988
6.1,322.0,-2.4,4.0,358.5
5.7,335.5,-2.3,4.0,282.799988
6.8,339.700012,-2.5,4.0,485.799988
7.0,342.399994,-2.6,5.0,593.400024
5.3,331.600006,-2.0,4.0,242.699997
5.1,315.200012,-1.6,3.0,189.399994
6.5,332.399994,-2.5,4.0,468.0
6.4,343.700012,-2.5,4.0,469.299988
5.7,334.299988,-2.0,4.0,295.5
5.4,325.5,-1.8,4.0,219.199997
5.8,327.399994,-2.2,4.0,295.600006
5.2,327.799988,-1.7,3.0,236.100006
5.3,316.5,-1.5,3.0,208.199997
3.4,280.899994,6.3,3.0,-8.0
4.5,266.0,1.5,3.0,97.199997
3.5,311.5,5.3,2.0,26.700001
2.8,342.600006,20.0,2.0,-13.8
3.6,356.399994,11.3,2.0,-4.6
3.6,346.399994,4.3,2.0,11.7
2.6,333.5,13.2,2.0,-13.0
2.0,345.799988,20.0,2.0,-13.5
1.7,313.600006,20.0,3.0,-12.8
1.2,340.799988,20.0,2.0,-13.5
1.5,341.799988,20.0,2.0,-13.2
1.8,317.799988,20.0,3.0,-13.4
2.6,2.4,20.0,3.0,-13.5
1.7,290.799988,20.0,3.0,-13.4
2.6,295.600006,20.0,2.0,-15.2
3.0,271.600006,20.0,3.0,-13.7
3.6,274.0,20.0,3.0,-14.5
4.3,277.0,7.6,3.0,85.0
3.8,284.200012,4.0,4.0,28.799999
3.5,301.899994,8.4,4.0,-5.7
3.6,294.700012,3.2,4.0,-0.2
4.9,282.100006,-1.5,4.0,140.399994
4.7,283.899994,-1.3,4.0,107.5
4.4,284.399994,-0.9,4.0,81.5
4.4,281.899994,-0.8,4.0,82.800003
4.0,283.899994,-0.1,4.0,44.400002
3.4,282.5,1.0,3.0,15.3
3.5,276.700012,19.799999,3.0,-14.2
3.6,275.899994,17.799999,3.0,-11.9
2.4,238.100006,13.6,3.0,-10.5
2.8,243.399994,20.0,3.0,-13.5
2.7,238.899994,20.0,3.0,-13.3
2.1,221.300003,20.0,2.0,-13.7
1.9,213.199997,20.0,2.0,-13.0
1.5,202.300003,20.0,2.0,-13.8
3.5,126.099998,20.0,2.0,-16.0
3.4,126.800003,20.0,3.0,-13.6
3.2,133.699997,20.0,3.0,-14.7
3.6,133.800003,14.7,3.0,12.5
4.5,129.699997,-1.1,3.0,96.0
4.4,127.599998,-0.9,3.0,75.699997
3.6,136.199997,4.9,2.0,-2.3
3.5,139.800003,8.0,2.0,1.3
5.0,127.599998,-0.1,2.0,112.199997
4.6,125.300003,-1.3,2.0,70.0
3.4,142.699997,10.7,1.0,-8.4
3.0,136.699997,20.0,1.0,-14.4
2.6,128.5,20.0,1.0,-13.7
2.1,161.399994,20.0,1.0,-13.2
2.3,151.399994,20.0,1.0,-13.8
2.9,130.800003,20.0,1.0,-13.6
3.7,123.5,19.9,1.0,-13.9
4.5,135.600006,-0.8,2.0,79.0
4.1,142.0,-0.4,1.0,42.900002
3.8,139.699997,0.1,1.0,17.700001
4.0,139.199997,-0.2,1.0,38.599998
3.6,158.600006,15.3,1.0,-13.8
3.5,156.100006,20.0,1.0,-14.0
4.4,135.399994,9.1,1.0,46.0
4.4,127.800003,-1.0,1.0,82.400002
4.3,138.199997,-0.7,1.0,76.099998
5.2,142.100006,-1.8,1.0,190.600006
5.4,129.699997,-2.2,2.0,242.399994
4.8,137.199997,-1.4,1.0,138.5
5.2,134.199997,-1.7,1.0,189.399994
5.2,131.399994,-1.9,1.0,189.5
5.3,130.0,-1.9,2.0,210.100006
4.9,147.800003,-1.5,2.0,165.699997
5.3,136.699997,-1.9,2.0,208.0
5.2,131.0,-1.6,1.0,194.699997
5.5,132.0,-2.1,1.0,253.5
5.5,130.899994,-2.0,2.0,244.699997
6.1,131.199997,-2.5,2.0,385.600006
6.2,137.300003,-2.5,2.0,363.600006
5.9,131.899994,-2.4,2.0,315.299988
5.0,141.899994,-1.7,1.0,174.600006
5.0,144.5,-1.5,1.0,160.600006
5.9,132.300003,-1.9,1.0,412.700012
6.8,133.699997,-1.3,2.0,531.599976
5.7,144.300003,-2.2,1.0,284.600006
5.6,136.5,-1.9,1.0,285.200012
5.3,144.899994,-1.9,1.0,225.899994
6.4,133.5,-2.5,1.0,422.299988
7.3,129.300003,-2.6,2.0,693.5
7.3,129.800003,-1.9,2.0,644.299988
7.9,127.599998,-2.8,2.0,922.799988
8.5,125.5,-2.9,2.0,1186.400024
8.7,120.5,-3.0,2.0,1248.199951
9.3,120.300003,-3.2,2.0,1531.400024
9.1,120.400002,-3.2,3.0,1436.599976
8.4,124.199997,-2.9,3.0,1097.199951
7.8,139.0,-2.7,2.0,909.599976
8.1,135.399994,-2.8,2.0,1044.300049
9.2,130.699997,-3.1,2.0,1465.5
8.3,135.300003,-3.0,3.0,1146.400024
8.5,136.5,-2.9,2.0,1151.699951
8.9,134.199997,-3.1,2.0,1318.800049
8.4,135.399994,-2.9,3.0,1094.0
8.4,131.899994,-3.0,3.0,1143.5
8.2,141.100006,-2.8,2.0,1030.099976
8.0,142.5,-2.8,3.0,982.0
8.5,135.5,-2.9,3.0,1158.900024
8.3,131.0,-2.9,3.0,1086.300049
8.7,130.100006,-3.0,3.0,1276.300049
10.0,124.800003,-3.1,4.0,1814.300049
9.2,127.400002,-3.2,4.0,1508.0
9.3,130.100006,-3.2,4.0,1511.599976
8.5,131.300003,-2.9,4.0,1107.800049
8.1,130.699997,-2.8,4.0,1037.699951
9.4,126.400002,-3.0,4.0,1596.199951
10.4,123.900002,-3.2,4.0,2032.5
8.6,127.300003,-2.8,4.0,1257.900024
8.7,131.899994,-3.0,4.0,1243.5
8.0,134.399994,-2.8,4.0,987.5
8.5,129.0,-3.0,4.0,1135.800049
7.0,127.400002,-1.1,4.0,592.0
8.3,118.0,-2.8,4.0,1107.400024
8.2,119.0,-1.5,4.0,920.099976
9.3,110.0,-3.2,5.0,1463.900024
8.5,109.800003,-2.9,5.0,1156.400024
8.9,99.0,-3.1,5.0,1390.699951
11.0,92.900002,-1.4,5.0,2145.300049
12.5,91.699997,0.4,5.0,2444.800049
14.1,94.800003,4.5,6.0,2810.800049
10.4,100.199997,-1.2,5.0,1979.900024
10.8,101.5,-1.9,5.0,2041.400024
12.9,98.199997,1.9,5.0,2595.899902
12.3,99.900002,0.2,5.0,2480.300049
13.1,96.300003,2.0,6.0,2687.899902
11.9,94.5,0.0,6.0,2480.0
11.7,97.199997,-0.8,6.0,2414.800049
12.3,90.900002,-0.3,6.0,2701.699951
10.7,96.099998,-2.2,7.0,2185.800049
9.5,96.800003,-3.1,8.0,1616.0
11.0,95.199997,-2.1,8.0,2252.899902
10.1,97.099998,-2.8,8.0,1813.099976
11.7,100.099998,-1.2,7.0,2424.399902
12.8,97.599998,0.9,7.0,2670.199951
11.6,98.400002,-0.8,7.0,2478.199951
12.6,100.0,0.3,6.0,2668.300049
14.0,104.599998,3.3,6.0,2897.800049
12.6,102.599998,0.7,6.0,2537.300049
13.6,102.0,2.0,6.0,2811.100098
11.7,103.900002,-1.1,6.0,2409.699951
11.7,103.199997,-1.5,6.0,2409.399902
10.5,106.400002,-3.0,7.0,2056.699951
9.2,112.300003,-3.2,6.0,1503.400024
11.6,103.5,-0.8,6.0,2300.300049
12.6,103.199997,0.3,6.0,2612.899902
12.0,106.800003,-0.8,6.0,2507.5
12.8,105.099998,0.5,6.0,2675.399902
10.6,109.800003,-2.5,6.0,1986.199951
10.5,109.0,-2.5,6.0,2053.699951
11.3,107.5,-1.4,6.0,2210.399902
13.2,107.800003,0.6,6.0,2845.100098
11.1,110.099998,-2.4,6.0,2228.300049
11.3,109.099998,-2.0,6.0,2253.800049
11.1,116.0,-2.5,6.0,2140.300049
11.2,116.300003,-2.6,5.0,2209.600098
10.4,122.0,-2.5,6.0,1967.199951
9.2,127.300003,-3.2,5.0,1464.300049
8.0,118.300003,-2.8,5.0,978.200012
9.3,116.800003,-3.1,6.0,1459.800049
9.2,127.900002,-3.2,5.0,1338.800049
8.0,140.800003,-2.7,4.0,1015.200012
8.8,134.399994,-3.0,4.0,1355.699951
8.2,142.800003,-2.8,4.0,1076.300049
8.9,139.199997,-3.0,4.0,1392.800049
10.4,126.900002,-3.2,4.0,1942.099976
11.4,125.0,-2.3,4.0,2209.5
10.4,121.900002,-3.1,4.0,1961.599976
11.0,120.400002,-2.2,4.0,2161.800049
11.1,112.400002,-2.4,4.0,2185.5
9.1,121.699997,-2.8,4.0,1444.599976
11.3,111.900002,-1.7,4.0,2223.899902
9.3,124.099998,-3.1,4.0,1524.0
10.8,111.099998,-2.7,5.0,2198.399902
9.9,124.199997,-3.2,4.0,1736.400024
10.6,123.5,-2.6,4.0,2110.899902
10.9,121.900002,-2.9,4.0,2116.0
10.1,120.900002,-2.9,3.0,1911.5
10.5,120.300003,-3.0,3.0,2058.0
10.6,116.800003,-2.9,3.0,2055.100098
8.9,119.800003,-3.1,4.0,1390.300049
10.4,114.599998,-2.0,4.0,1843.900024
12.0,106.199997,-1.0,4.0,2543.800049
10.5,114.699997,-2.9,4.0,2069.100098
9.5,121.099998,-3.2,4.0,1697.400024
10.7,121.699997,-3.1,4.0,2160.300049
9.9,118.099998,-3.2,4.0,1853.300049
10.2,113.099998,-3.0,4.0,1958.300049
10.2,120.199997,-3.1,4.0,1899.300049
11.6,109.800003,-2.0,4.0,2422.100098
9.8,117.300003,-3.3,4.0,1881.599976
9.7,116.300003,-3.2,4.0,1744.5
8.8,120.900002,-3.1,4.0,1381.599976
8.9,118.599998,-3.1,4.0,1379.199951
8.2,123.300003,-2.8,4.0,1021.400024
6.9,128.0,-1.8,3.0,628.299988
7.6,121.900002,-2.2,3.0,900.099976
7.5,126.599998,-2.5,3.0,804.200012
8.1,117.300003,-2.7,3.0,1066.900024
7.3,127.800003,-2.5,3.0,798.400024
8.7,117.099998,-3.0,3.0,1290.699951
9.3,117.599998,-2.9,3.0,1690.599976
8.5,120.699997,-2.9,4.0,1343.5
6.6,135.899994,-2.2,4.0,551.900024
7.4,133.800003,-2.6,4.0,743.799988
6.5,131.300003,-2.1,4.0,477.200012
6.5,129.300003,-2.3,4.0,496.799988
6.8,122.5,-2.4,4.0,560.700012
5.6,121.099998,-1.6,4.0,285.299988
6.2,124.599998,-2.4,4.0,410.700012
6.0,141.100006,-2.4,4.0,367.600006
6.0,136.5,-2.5,4.0,365.799988
6.1,139.300003,-2.4,4.0,361.299988
6.5,131.600006,-2.5,4.0,479.399994
5.3,133.600006,-1.9,4.0,222.899994
3.6,160.399994,6.5,3.0,21.4
4.2,169.399994,-0.3,3.0,76.699997
3.3,168.0,0.7,2.0,17.700001
2.7,153.300003,16.1,2.0,-14.4
2.7,167.699997,20.0,2.0,-14.6
3.0,159.5,20.0,2.0,-13.4
4.0,163.399994,20.0,2.0,-14.5
5.0,144.899994,13.4,2.0,29.9
5.4,120.0,-1.8,2.0,306.5
6.6,120.699997,-2.5,2.0,555.099976
7.6,110.0,-1.9,3.0,871.900024
5.3,147.0,-1.4,2.0,245.5
4.0,153.0,-0.3,2.0,76.099998
3.5,176.899994,0.8,2.0,30.1
3.5,176.0,15.6,2.0,-3.6
3.8,165.600006,0.0,2.0,60.299999
3.9,153.300003,-0.2,3.0,67.300003
3.6,143.800003,13.5,3.0,-10.4
3.7,155.699997,20.0,3.0,-14.4
4.2,134.800003,2.8,3.0,71.0
4.8,127.0,-1.3,3.0,167.5
5.5,135.300003,-2.1,4.0,278.299988
5.3,148.399994,-2.0,4.0,221.600006
4.5,144.600006,-1.1,4.0,125.300003
4.2,153.199997,-0.5,4.0,78.0
3.5,166.5,4.7,4.0,8.9
4.3,162.100006,-0.3,4.0,87.400002
5.2,151.399994,-1.8,4.0,198.800003
5.7,143.600006,-2.2,4.0,297.100006
5.9,148.100006,-2.2,4.0,392.0
5.9,139.600006,-2.3,4.0,355.0
5.2,143.800003,-1.7,4.0,205.699997
5.0,152.699997,-1.8,4.0,195.300003
5.0,170.5,-1.7,4.0,181.600006
4.1,142.300003,-0.3,3.0,76.599998
3.9,147.399994,-0.1,3.0,63.0
3.7,157.199997,0.6,3.0,36.099998
3.3,149.600006,12.8,3.0,-11.1
3.1,157.199997,20.0,3.0,-13.6
3.6,160.699997,13.5,3.0,3.4
4.0,151.800003,-0.2,2.0,74.199997
3.6,156.399994,13.5,2.0,-11.7
3.2,154.100006,5.2,2.0,12.4
3.3,147.0,17.299999,2.0,-7.4
4.4,130.899994,-0.6,2.0,105.699997
3.9,144.100006,-0.1,2.0,90.099998
4.8,141.399994,-1.2,2.0,169.600006
5.4,137.600006,-2.0,2.0,253.899994
5.4,141.300003,-2.1,3.0,257.799988
5.6,141.600006,-2.1,3.0,284.100006
5.3,136.699997,-1.9,3.0,227.899994
5.1,135.100006,-1.7,3.0,203.300003
4.8,134.399994,-1.3,3.0,173.0
4.2,143.0,-0.6,2.0,86.300003
3.8,143.699997,0.2,2.0,68.599998
4.8,148.899994,-1.4,3.0,176.800003
5.1,153.100006,-1.7,3.0,208.100006
4.7,154.699997,-1.3,3.0,163.399994
5.0,158.600006,-1.7,2.0,207.0
4.5,158.600006,-1.1,2.0,111.599998
4.2,147.199997,-0.7,2.0,93.300003
4.4,143.199997,-0.9,2.0,108.699997
4.5,141.600006,-1.0,2.0,138.899994
6.0,130.100006,-2.1,2.0,369.700012
5.7,121.599998,-2.3,3.0,363.799988
5.8,121.699997,-2.4,3.0,349.200012
5.5,122.099998,-2.1,3.0,307.0
4.2,127.199997,-0.5,2.0,160.0
4.1,127.699997,-0.4,2.0,98.900002
4.1,130.800003,-0.6,2.0,94.199997
3.7,134.600006,0.3,2.0,50.299999
3.1,144.0,18.4,2.0,-14.1
3.5,146.199997,20.0,2.0,-14.4
3.3,145.199997,20.0,2.0,-12.5
3.5,141.199997,20.0,2.0,-13.6
3.5,128.5,20.0,2.0,-13.4
3.6,145.199997,20.0,2.0,-13.5
3.7,132.199997,20.0,3.0,-14.2
4.0,121.0,0.8,2.0,31.6
4.1,136.399994,-0.5,2.0,74.199997
4.2,124.900002,-0.7,2.0,86.5
4.0,117.300003,-0.2,2.0,88.800003
4.7,111.800003,-1.2,2.0,133.100006
3.9,111.0,-0.2,3.0,60.0
3.4,126.699997,0.8,2.0,7.7
3.5,131.699997,17.700001,2.0,-14.5
4.2,130.600006,-0.4,2.0,84.800003
4.6,121.099998,-1.2,3.0,134.399994
4.3,118.400002,-0.7,3.0,117.0
5.0,117.400002,-1.6,3.0,198.899994
5.0,120.800003,-1.7,3.0,201.899994
4.9,115.699997,-1.5,3.0,164.800003
4.6,112.400002,-1.2,3.0,129.899994
4.7,96.400002,-1.4,3.0,148.300003
4.3,114.300003,-0.6,3.0,85.099998
4.8,117.5,-1.4,3.0,161.699997
4.8,103.699997,-1.4,3.0,148.199997
4.4,107.300003,-1.0,3.0,109.400002
4.5,117.800003,-1.1,3.0,110.199997
4.2,116.0,-0.7,3.0,80.199997
3.0,124.0,5.8,2.0,-0.4
1.8,164.399994,20.0,2.0,-12.6
1.4,172.0,20.0,1.0,-13.3
2.1,151.100006,20.0,1.0,-13.1
1.5,127.800003,20.0,1.0,-13.1
0.8,74.699997,20.0,1.0,-13.6
0.7,329.399994,20.0,1.0,-12.9
1.3,330.0,20.0,0.0,-13.6
1.8,340.299988,20.0,0.0,-13.2
2.8,349.299988,20.0,0.0,-14.1
3.7,343.600006,20.0,1.0,-16.4
3.6,352.100006,20.0,1.0,-13.2
3.3,355.299988,20.0,1.0,-13.7
3.2,354.200012,20.0,1.0,-13.3
3.3,339.0,20.0,1.0,-13.5
3.5,349.899994,20.0,1.0,-13.2
4.0,354.899994,20.0,1.0,-13.0
4.0,340.299988,20.0,1.0,-13.9
4.3,323.100006,19.799999,1.0,-13.3
3.9,309.200012,0.3,1.0,24.299999
3.5,313.200012,9.2,1.0,-4.5
3.7,321.100006,20.0,1.0,-13.3
3.6,316.299988,20.0,1.0,-13.6
3.6,322.600006,20.0,1.0,-13.5
3.6,340.299988,20.0,2.0,-13.8
3.7,319.5,3.0,1.0,26.5
3.3,326.299988,0.7,1.0,18.200001
3.3,312.899994,6.4,1.0,-4.0
3.8,325.100006,20.0,1.0,-13.6
3.5,327.0,6.7,1.0,4.2
3.2,324.5,7.3,1.0,4.7
3.3,319.600006,20.0,2.0,-12.5
2.5,337.100006,20.0,2.0,-14.2
1.5,325.799988,20.0,1.0,-12.8
1.2,340.899994,20.0,1.0,-13.3
1.1,316.100006,20.0,1.0,-13.1
0.9,320.799988,20.0,1.0,-13.2
1.5,306.799988,20.0,2.0,-13.5
2.3,325.299988,20.0,2.0,-12.9
2.5,343.799988,20.0,2.0,-13.7
3.3,325.399994,17.9,2.0,-11.3
4.0,312.100006,-0.3,2.0,85.900002
5.2,310.600006,-1.8,3.0,302.399994
6.0,314.200012,-2.5,3.0,463.899994
6.2,320.100006,-2.5,4.0,506.899994
5.4,325.0,-2.2,4.0,300.399994
5.1,332.0,-1.9,4.0,233.100006
5.5,319.600006,-2.1,3.0,299.399994
6.6,326.700012,-2.5,3.0,520.099976
7.7,315.700012,-2.0,3.0,905.599976
7.7,302.5,-2.7,3.0,943.200012
8.1,303.899994,-2.6,4.0,1102.5
9.1,299.899994,-3.2,4.0,1530.599976
8.6,307.200012,-2.9,4.0,1268.699951
7.7,310.399994,-2.6,4.0,963.900024
8.0,319.600006,-2.7,4.0,990.599976
8.5,311.600006,-2.9,4.0,1129.5
8.1,318.100006,-2.8,3.0,1056.5
7.2,319.100006,-2.5,3.0,731.900024
6.7,320.299988,-1.7,3.0,585.799988
6.7,322.799988,-2.6,3.0,554.099976
6.8,323.799988,-2.5,3.0,564.700012
