WindSpeed,WindDirection,PitchAngle,Temperature,Power
7.1,137.0,-2.5,9.0,610.0
6.8,139.5,-2.3,9.0,531.200012
7.0,137.899994,-2.4,8.0,544.900024
7.1,138.100006,-2.5,9.0,599.5
7.4,140.800003,-2.6,9.0,647.5
7.6,135.600006,-2.6,9.0,721.200012
6.8,140.199997,-2.4,8.0,495.100006
6.7,139.0,-2.3,8.0,459.700012
6.6,143.399994,-1.9,8.0,457.600006
6.5,144.199997,-2.6,8.0,439.5
6.5,151.600006,-2.5,8.0,436.299988
6.0,153.800003,-2.5,7.0,347.600006
6.0,153.800003,-2.5,7.0,358.399994
6.2,149.5,-2.5,7.0,378.0
6.2,154.399994,-2.5,8.0,381.299988
6.1,152.100006,-2.5,8.0,370.5
6.1,152.699997,-2.5,7.0,352.100006
6.1,151.699997,-2.5,8.0,349.799988
6.2,141.5,-2.5,8.0,375.700012
6.7,135.899994,-2.5,8.0,479.799988
6.7,134.100006,-2.5,8.0,480.0
5.8,145.800003,-2.4,7.0,316.799988
6.2,139.5,-2.4,8.0,375.200012
6.0,141.699997,-2.5,7.0,324.5
6.1,147.800003,-2.5,8.0,324.700012
5.2,151.0,-2.0,7.0,197.800003
5.5,139.699997,-2.1,7.0,242.0
5.4,147.100006,-2.0,7.0,246.399994
5.1,143.699997,-1.7,7.0,205.199997
5.4,144.899994,-1.9,7.0,250.899994
5.9,148.5,-2.4,7.0,324.0
5.7,142.5,-2.2,8.0,279.700012
5.7,144.100006,-2.3,8.0,292.0
6.3,153.800003,-2.5,9.0,390.299988
6.2,146.699997,-2.4,9.0,382.700012
6.0,146.399994,-2.4,9.0,355.100006
5.9,147.699997,-2.3,9.0,341.899994
6.0,148.899994,-2.4,9.0,359.0
5.6,150.199997,-2.1,9.0,231.0
5.1,152.0,-1.8,9.0,198.199997
4.5,150.800003,-1.1,9.0,114.699997
4.7,146.5,-1.3,9.0,134.399994
4.8,144.100006,-1.4,10.0,140.5
4.3,130.300003,-0.9,10.0,85.099998
4.0,122.699997,-0.3,10.0,54.700001
4.3,122.300003,-0.7,10.0,73.699997
4.3,120.199997,-0.7,10.0,85.099998
4.1,123.400002,-0.5,11.0,65.099998
3.9,125.099998,-0.1,10.0,44.900002
4.0,121.199997,0.0,10.0,52.099998
3.7,123.900002,0.5,10.0,16.9
3.2,121.099998,6.7,10.0,-5.6
2.7,115.199997,20.0,10.0,-13.5
2.3,109.800003,20.0,10.0,-13.8
2.0,139.699997,20.0,10.0,-13.7
1.8,161.399994,20.0,11.0,-13.5
2.1,97.800003,20.0,11.0,-14.1
1.5,38.700001,20.0,11.0,-13.5
1.5,268.5,20.0,11.0,-14.2
2.6,271.399994,20.0,10.0,-15.6
4.0,301.100006,3.9,11.0,40.799999
4.5,322.399994,-1.1,12.0,117.800003
4.2,320.5,-0.5,12.0,79.599998
4.1,338.0,-0.6,12.0,74.0
4.0,335.799988,0.0,11.0,57.099998
4.4,330.899994,-0.8,12.0,89.800003
4.6,336.399994,-1.0,12.0,114.300003
4.8,334.799988,-1.4,12.0,123.900002
5.3,332.399994,-2.0,13.0,181.399994
5.7,328.899994,-2.4,13.0,241.0
5.3,334.799988,-2.0,13.0,202.5
4.7,333.100006,-1.3,12.0,124.599998
5.6,338.399994,-2.3,12.0,236.600006
5.1,333.600006,-1.9,12.0,169.399994
5.5,338.399994,-2.3,12.0,212.5
5.4,339.100006,-2.3,12.0,204.899994
5.5,334.899994,-2.0,12.0,214.600006
6.2,338.0,-2.5,12.0,347.200012
6.1,331.799988,-2.4,12.0,329.100006
6.3,325.399994,-2.4,12.0,357.600006
6.3,325.899994,-2.6,12.0,384.100006
6.6,323.600006,-2.5,11.0,437.5
7.7,326.5,-2.6,12.0,691.5
9.5,324.600006,-2.5,12.0,1367.599976
9.9,321.5,-3.3,12.0,1637.0
9.7,321.0,-3.3,12.0,1620.599976
8.7,321.700012,-3.0,12.0,1138.0
7.5,324.5,-2.6,12.0,765.200012
6.5,331.899994,-2.1,12.0,461.700012
8.4,328.100006,-2.8,12.0,1003.400024
7.6,328.299988,-2.6,12.0,750.299988
6.4,332.0,-1.9,12.0,405.399994
7.2,328.5,-1.9,12.0,622.200012
6.9,328.299988,-2.3,12.0,549.400024
6.4,329.5,-1.9,11.0,412.700012
6.7,326.399994,-2.5,12.0,491.899994
8.0,323.899994,-2.0,12.0,815.400024
7.5,321.0,-2.5,12.0,742.0
8.4,323.399994,-2.8,12.0,978.400024
7.9,320.200012,-2.7,12.0,825.099976
6.6,323.899994,-2.0,12.0,466.299988
6.7,329.799988,-1.2,11.0,515.299988
7.6,331.700012,-1.7,11.0,795.200012
9.3,328.299988,-3.2,12.0,1547.800049
7.8,329.5,-2.7,12.0,919.200012
7.9,330.5,-2.7,12.0,913.400024
8.0,331.299988,-2.7,12.0,956.299988
6.9,331.600006,-2.5,11.0,605.799988
6.3,324.5,-1.7,11.0,443.799988
7.2,332.799988,-2.6,11.0,619.700012
6.0,334.899994,-2.5,11.0,374.600006
5.1,326.0,-1.8,10.0,175.899994
6.2,320.200012,-2.4,11.0,366.5
6.3,322.100006,-2.5,11.0,431.899994
6.4,320.0,-2.5,11.0,415.100006
6.0,327.200012,-2.4,11.0,356.5
7.1,327.0,-2.5,11.0,604.700012
7.0,325.600006,-2.6,11.0,599.700012
7.5,327.600006,-2.0,11.0,684.299988
7.6,315.399994,-2.6,11.0,768.799988
6.7,319.600006,-2.2,11.0,493.100006
8.2,321.299988,-2.7,11.0,943.0
8.7,323.100006,-2.9,11.0,1131.199951
7.0,322.5,-2.4,10.0,578.0
6.4,321.899994,-1.9,10.0,429.600006
6.9,319.5,-2.5,10.0,515.299988
7.1,324.200012,-2.6,11.0,632.400024
7.9,330.100006,-1.9,10.0,811.900024
9.0,323.399994,-3.0,11.0,1246.400024
9.0,323.200012,-3.0,11.0,1261.800049
9.4,323.399994,-3.2,11.0,1502.400024
8.9,319.899994,-3.1,11.0,1312.400024
8.2,321.299988,-2.7,11.0,1004.700012
10.2,322.200012,-3.3,11.0,1792.900024
8.4,319.5,-2.9,10.0,1039.099976
7.4,323.299988,-1.3,10.0,676.200012
8.0,327.0,-2.7,10.0,903.900024
9.2,326.200012,-3.1,10.0,1402.0
8.6,332.600006,-2.8,10.0,1128.900024
8.6,331.5,-2.9,10.0,1134.300049
9.4,329.799988,-3.1,10.0,1467.900024
9.7,325.600006,-3.3,10.0,1541.5
8.5,329.100006,-2.9,10.0,1120.400024
8.1,327.600006,-2.7,10.0,914.400024
8.7,320.200012,-2.9,10.0,1059.699951
9.9,319.299988,-3.3,10.0,1580.199951
10.8,319.100006,-3.3,10.0,2012.900024
10.6,320.399994,-3.3,10.0,1972.800049
9.8,320.399994,-3.3,10.0,1579.900024
9.8,318.200012,-3.4,10.0,1573.300049
9.8,321.100006,-3.4,10.0,1538.0
9.3,320.899994,-3.3,10.0,1417.599976
9.0,327.299988,-3.1,10.0,1267.400024
9.4,323.799988,-3.2,10.0,1423.900024
8.9,324.5,-3.1,10.0,1297.699951
9.2,325.200012,-3.2,10.0,1317.0
8.8,325.100006,-2.9,10.0,1181.099976
8.0,329.799988,-2.7,10.0,917.299988
8.7,326.700012,-2.9,10.0,1151.199951
7.9,330.5,-2.7,10.0,884.0
7.4,329.5,-2.6,10.0,735.599976
7.6,328.600006,-2.6,10.0,732.5
7.5,321.899994,-2.6,10.0,671.799988
7.7,323.600006,-2.6,10.0,757.799988
7.2,325.5,-2.6,11.0,627.599976
7.0,327.700012,-2.0,10.0,519.299988
7.0,328.0,-2.6,10.0,551.5
7.6,330.299988,-2.2,11.0,735.400024
8.3,329.200012,-2.6,11.0,966.400024
8.9,328.0,-2.9,11.0,1163.699951
8.4,327.5,-2.7,11.0,926.299988
8.6,328.299988,-2.8,12.0,1025.699951
8.1,329.600006,-2.7,12.0,860.900024
8.4,326.799988,-2.8,12.0,988.799988
7.5,323.899994,-2.6,12.0,770.0
7.8,329.899994,-2.5,12.0,793.5
8.3,330.399994,-2.8,12.0,968.900024
8.9,328.100006,-3.0,12.0,1191.300049
8.6,326.200012,-2.9,12.0,1142.699951
9.8,320.600006,-3.3,12.0,1598.5
7.7,326.700012,-2.7,12.0,919.599976
7.1,322.100006,-2.4,12.0,714.400024
7.2,320.799988,-2.3,12.0,723.299988
8.3,319.5,-2.7,12.0,1004.0
7.4,316.600006,-2.6,12.0,785.799988
7.2,315.799988,-2.5,12.0,705.599976
7.6,323.200012,-2.5,12.0,792.400024
6.8,321.399994,-2.3,12.0,624.700012
6.8,325.5,-2.3,12.0,631.900024
6.7,322.0,-1.8,12.0,558.799988
6.8,324.200012,-2.6,12.0,627.400024
8.0,326.100006,-2.0,12.0,972.900024
7.6,334.200012,-2.5,13.0,885.200012
7.4,335.100006,-2.5,12.0,860.0
8.6,331.299988,-2.9,12.0,1147.300049
8.7,321.399994,-3.1,13.0,1332.800049
8.2,326.0,-2.8,13.0,1127.300049
9.1,331.5,-3.1,13.0,1463.5
9.4,331.399994,-3.2,14.0,1595.699951
8.9,328.5,-3.1,13.0,1428.199951
8.4,329.100006,-3.0,14.0,1233.300049
8.6,330.799988,-3.0,13.0,1213.400024
9.0,331.899994,-3.1,14.0,1389.699951
8.5,326.100006,-2.9,14.0,1199.900024
7.9,326.200012,-2.7,14.0,987.299988
8.3,318.200012,-2.9,14.0,1002.700012
8.3,309.700012,-2.8,14.0,1054.699951
7.7,314.399994,-2.7,14.0,868.299988
6.1,313.399994,-1.9,13.0,401.100006
5.1,314.399994,-1.7,13.0,204.300003
5.6,320.0,-2.1,13.0,267.100006
5.3,313.799988,-2.0,13.0,274.600006
6.2,330.5,-2.4,13.0,409.5
6.5,336.0,-2.3,14.0,442.899994
5.8,335.0,-2.3,14.0,343.200012
6.1,330.899994,-2.4,14.0,370.899994
6.6,327.100006,-2.4,14.0,497.0
8.2,326.399994,-1.9,14.0,871.799988
9.5,325.5,-3.2,14.0,1466.099976
10.2,326.200012,-3.4,13.0,1745.0
10.6,329.100006,-3.4,13.0,1915.900024
10.8,331.200012,-3.3,13.0,1912.0
10.4,331.100006,-3.4,13.0,1764.400024
9.5,332.5,-3.2,13.0,1394.800049
8.5,326.399994,-2.8,13.0,952.200012
8.7,325.399994,-2.8,13.0,1074.199951
9.2,323.5,-3.1,13.0,1266.800049
9.1,327.700012,-3.0,13.0,1276.199951
9.4,327.100006,-3.2,13.0,1400.599976
8.9,332.899994,-2.9,13.0,1165.400024
8.1,331.799988,-2.7,13.0,840.0
7.9,337.100006,-2.6,13.0,770.900024
8.2,337.399994,-2.7,13.0,864.200012
8.6,333.299988,-2.8,13.0,1018.799988
8.2,331.5,-2.7,13.0,976.900024
8.6,332.700012,-2.8,13.0,1059.5
8.9,330.299988,-3.0,12.0,1171.900024
9.7,327.899994,-3.3,12.0,1462.199951
10.0,327.200012,-3.4,12.0,1608.900024
9.1,327.700012,-3.1,12.0,1341.400024
8.9,328.0,-3.1,12.0,1243.599976
8.9,325.700012,-3.0,12.0,1314.300049
8.2,329.100006,-2.8,12.0,1029.300049
8.7,329.5,-2.8,12.0,1188.900024
9.5,327.0,-3.2,12.0,1518.599976
9.4,329.399994,-3.2,13.0,1459.900024
9.2,329.200012,-3.2,12.0,1348.699951
8.3,330.200012,-2.8,12.0,980.900024
8.7,333.5,-2.8,12.0,1130.599976
9.0,335.0,-3.0,12.0,1234.0
9.5,337.899994,-3.3,12.0,1498.0
9.9,330.899994,-3.3,12.0,1684.0
10.3,329.700012,-3.4,12.0,1853.900024
10.9,336.200012,-3.3,12.0,2115.899902
9.8,331.0,-3.4,12.0,1721.800049
10.0,335.399994,-3.4,12.0,1723.900024
10.0,334.200012,-3.3,12.0,1676.800049
9.4,332.399994,-3.2,12.0,1437.400024
9.6,336.200012,-3.3,12.0,1515.099976
8.6,331.0,-3.0,12.0,1183.599976
7.8,327.0,-2.6,12.0,894.799988
8.8,328.200012,-3.0,12.0,1226.099976
9.3,324.399994,-3.2,12.0,1470.099976
8.7,326.0,-3.0,12.0,1219.900024
8.9,332.5,-3.0,12.0,1308.300049
8.8,325.600006,-3.0,12.0,1222.300049
8.7,325.899994,-2.9,12.0,1247.800049
9.7,321.100006,-3.3,12.0,1685.300049
9.8,326.299988,-3.3,12.0,1698.300049
8.7,321.799988,-2.9,12.0,1187.199951
8.3,321.799988,-2.8,12.0,1046.199951
7.9,320.299988,-2.6,12.0,861.700012
7.6,320.5,-2.6,12.0,745.799988
7.7,314.100006,-2.6,12.0,763.0
7.3,319.5,-2.6,12.0,653.099976
6.8,314.899994,-2.5,12.0,510.100006
6.8,311.100006,-2.4,12.0,467.5
6.3,313.5,-1.8,12.0,423.399994
6.6,309.200012,-2.5,12.0,424.600006
6.6,309.5,-2.6,12.0,463.899994
6.3,311.100006,-2.5,12.0,398.600006
5.7,306.100006,-2.2,11.0,276.399994
6.2,315.200012,-2.4,12.0,362.899994
6.4,318.5,-2.5,12.0,426.299988
6.3,327.299988,-2.5,12.0,416.0
5.9,321.5,-2.4,12.0,357.700012
6.9,322.0,-2.6,12.0,507.899994
6.5,323.200012,-2.5,12.0,396.100006
6.2,327.399994,-2.5,12.0,353.399994
5.7,331.0,-2.3,12.0,284.299988
5.5,327.200012,-2.3,12.0,262.799988
6.0,329.600006,-2.4,12.0,340.600006
5.6,332.399994,-2.4,12.0,270.399994
5.9,337.700012,-2.4,12.0,330.100006
6.1,329.399994,-2.4,12.0,338.600006
6.3,331.899994,-2.5,13.0,402.600006
6.4,329.799988,-2.6,13.0,413.700012
6.1,337.0,-2.5,12.0,352.799988
5.7,330.799988,-2.2,12.0,251.899994
5.7,333.200012,-2.3,12.0,284.700012
5.2,336.299988,-1.8,12.0,186.800003
5.6,327.399994,-1.5,12.0,264.700012
5.0,319.100006,-1.6,12.0,155.899994
6.2,329.5,-2.4,13.0,387.899994
5.4,334.5,-2.0,12.0,239.0
4.2,313.5,0.5,12.0,22.9
4.3,329.200012,-0.4,11.0,71.5
4.3,319.600006,-0.7,11.0,90.199997
4.8,330.100006,-1.4,12.0,139.0
5.5,336.799988,-2.0,12.0,240.5
5.7,340.5,-2.2,12.0,281.799988
5.9,329.5,-2.4,12.0,312.0
6.2,330.700012,-2.4,12.0,352.5
5.7,328.299988,-2.3,13.0,269.700012
4.3,321.299988,-0.8,12.0,91.800003
4.2,329.600006,-0.2,12.0,78.800003
5.6,345.200012,-2.1,12.0,237.699997
6.5,339.0,-2.5,12.0,400.399994
6.0,337.700012,-2.4,13.0,318.5
6.6,329.200012,-2.5,13.0,468.700012
6.7,330.200012,-1.6,13.0,487.5
6.4,325.5,-2.4,13.0,460.399994
6.8,330.0,-2.5,13.0,505.899994
6.6,330.399994,-2.5,13.0,481.700012
6.4,330.799988,-2.5,13.0,447.200012
7.5,334.700012,-1.9,13.0,696.799988
6.4,332.5,-2.1,13.0,424.200012
4.0,330.299988,4.2,12.0,88.300003
2.6,327.0,20.0,12.0,-14.7
3.0,327.299988,20.0,12.0,-13.8
4.3,332.0,5.0,12.0,81.5
5.0,318.299988,-1.7,13.0,160.800003
4.5,327.200012,-1.0,13.0,114.699997
5.6,332.399994,-2.2,13.0,269.100006
5.5,333.100006,-2.1,14.0,251.699997
4.4,340.799988,-0.9,13.0,113.300003
5.9,343.399994,-2.1,13.0,323.700012
4.8,339.799988,-1.3,14.0,154.600006
6.6,335.399994,-2.5,14.0,473.600006
6.7,324.600006,-1.6,15.0,494.5
9.2,301.299988,-3.1,14.0,1359.699951
10.4,302.299988,-3.0,15.0,1880.900024
11.7,295.600006,-1.5,15.0,2323.600098
8.7,307.200012,-2.8,15.0,1223.0
8.4,317.100006,-2.9,15.0,1096.699951
9.2,315.5,-3.1,15.0,1344.699951
9.2,290.899994,-3.0,14.0,1335.0
7.0,299.899994,-2.2,14.0,678.599976
7.6,305.299988,-1.9,14.0,705.200012
7.6,301.799988,-1.1,15.0,690.099976
7.4,303.899994,-2.6,15.0,740.099976
8.1,304.700012,-2.7,15.0,921.700012
6.4,299.5,-1.8,15.0,453.399994
5.7,294.0,-1.9,14.0,283.200012
7.0,300.799988,-2.6,15.0,586.400024
6.1,286.700012,-2.1,14.0,362.0
7.1,261.399994,-0.9,14.0,591.900024
6.5,265.700012,-2.4,14.0,466.0
5.5,288.299988,-1.9,14.0,264.399994
5.1,294.100006,-1.5,14.0,205.100006
6.6,278.399994,-1.7,13.0,494.100006
8.0,269.200012,-2.6,13.0,945.5
11.6,265.299988,-1.1,13.0,2292.699951
10.9,262.5,-2.1,13.0,2051.5
10.4,254.899994,-2.3,13.0,1797.199951
10.2,262.899994,-2.8,13.0,1801.699951
11.9,258.600006,-1.4,13.0,2393.0
9.1,262.100006,-2.9,13.0,1388.5
9.6,263.799988,-2.9,13.0,1545.099976
12.8,264.799988,1.1,13.0,2615.899902
7.4,269.299988,-2.4,13.0,733.400024
8.2,270.299988,-2.3,13.0,1116.800049
9.0,291.600006,-2.8,13.0,1361.5
9.4,301.5,-3.0,14.0,1495.300049
9.4,305.200012,-3.1,14.0,1496.400024
8.1,303.100006,-2.8,13.0,963.200012
8.1,308.399994,-2.9,13.0,991.200012
8.1,309.0,-2.8,13.0,1030.800049
8.1,307.899994,-2.8,13.0,961.5
9.5,315.200012,-3.1,13.0,1486.900024
9.0,310.899994,-3.1,14.0,1234.800049
7.6,312.100006,-2.6,14.0,807.400024
7.0,317.100006,-1.4,13.0,537.099976
7.1,310.100006,-1.9,13.0,580.799988
6.4,310.299988,-2.5,13.0,416.5
5.8,311.299988,-2.2,13.0,287.100006
6.1,307.0,-2.3,13.0,387.0
4.5,315.899994,-0.8,13.0,100.199997
3.9,304.5,2.5,12.0,127.5
2.5,332.600006,20.0,12.0,-14.5
3.1,310.899994,20.0,12.0,-14.0
2.5,299.100006,20.0,11.0,-15.1
2.3,321.0,10.1,12.0,-14.7
1.4,349.799988,20.0,11.0,-14.0
3.1,303.299988,20.0,11.0,-14.5
1.8,256.799988,20.0,11.0,-14.5
1.8,66.599998,20.0,12.0,-13.4
1.0,39.099998,20.0,12.0,-14.3
2.6,102.699997,20.0,11.0,-13.4
2.2,137.300003,20.0,10.0,-14.2
3.6,139.800003,20.0,10.0,-16.799999
2.7,121.0,20.0,11.0,-14.5
1.2,138.899994,20.0,11.0,-13.4
1.3,147.899994,20.0,11.0,-14.3
1.6,133.300003,20.0,11.0,-13.4
0.9,200.699997,20.0,10.0,-14.4
2.9,296.700012,20.0,10.0,-16.0
4.6,299.799988,3.4,12.0,95.699997
5.1,320.399994,-1.9,13.0,176.199997
4.5,308.399994,-0.9,12.0,114.800003
5.1,300.200012,-1.6,12.0,185.899994
3.5,310.5,6.0,12.0,54.700001
4.5,309.700012,-0.3,12.0,69.599998
4.1,327.299988,-0.4,12.0,55.299999
3.1,322.299988,9.4,12.0,-18.799999
2.1,332.299988,20.0,11.0,-14.1
3.6,356.799988,16.1,11.0,-5.0
4.0,340.899994,-0.2,12.0,44.0
4.1,335.700012,-0.3,12.0,65.300003
4.4,338.200012,-0.8,12.0,83.800003
4.7,334.399994,-1.4,12.0,121.5
4.0,333.299988,-0.3,12.0,48.599998
3.7,336.200012,0.2,12.0,24.799999
3.4,332.600006,8.8,12.0,1.6
1.3,286.600006,20.0,11.0,-13.5
2.0,322.399994,20.0,11.0,-14.4
1.5,329.5,20.0,11.0,-13.5
0.9,318.600006,20.0,11.0,-14.2
0.6,335.700012,20.0,11.0,-13.4
1.3,84.300003,20.0,10.0,-14.4
0.9,143.0,20.0,9.0,-13.5
1.2,21.4,20.0,9.0,-14.6
3.2,123.099998,20.0,9.0,-16.299999
3.6,109.400002,20.0,10.0,-14.6
3.4,117.800003,20.0,10.0,-13.6
3.2,117.699997,20.0,10.0,-15.0
